author_id,author_name,career_stage,award_year,first_pub_year,pubs_before,pubs_after,pubs_per_year_before,pubs_per_year_after,pub_lift,cites_before,cites_after,cites_per_year_before,cites_per_year_after,citation_lift
https://openalex.org/A5111684967,Mitchel Resnick,Senior,2018,1967.0,11,1,3.6666666666666665,0.3333333333333333,-3.3333333333333335,888,67,296.0,22.333333333333332,-273.6666666666667
https://openalex.org/A5100648252,Junqi Zhang,Senior,2018,2004.0,3,6,1.0,2.0,1.0,29,19,9.666666666666666,6.333333333333333,-3.3333333333333335
https://openalex.org/A5100668121,Yiqun Liu,Senior,2018,2001.0,69,108,23.0,36.0,13.0,1754,3551,584.6666666666666,1183.6666666666667,599.0
https://openalex.org/A5100760812,Shaoping Ma,Senior,2018,1992.0,65,108,21.666666666666668,36.0,14.333333333333334,1764,3270,588.0,1090.0,502.0
https://openalex.org/A5111504451,Qi Tian,Senior,2018,1993.0,119,138,39.666666666666664,46.0,6.333333333333333,6490,5659,2163.3333333333335,1886.3333333333333,-277.0
https://openalex.org/A5023178110,Amir Zamir,Senior,2018,2010.0,18,17,6.0,5.666666666666667,-0.3333333333333333,3925,677,1308.3333333333333,225.66666666666666,-1082.6666666666667
https://openalex.org/A5007556540,Alexander F. Sax,Senior,2018,1982.0,5,12,1.6666666666666667,4.0,2.3333333333333335,33,308,11.0,102.66666666666667,91.66666666666667
https://openalex.org/A5065368881,Leonidas Guibas,Senior,2018,1976.0,67,154,22.333333333333332,51.333333333333336,29.0,34600,6613,11533.333333333334,2204.3333333333335,-9329.0
https://openalex.org/A5001594573,Jitendra Malik,Senior,2018,1982.0,86,88,28.666666666666668,29.333333333333332,0.6666666666666666,15949,8409,5316.333333333333,2803.0,-2513.3333333333335
https://openalex.org/A5042646536,Silvio Savarese,Senior,2018,2002.0,82,128,27.333333333333332,42.666666666666664,15.333333333333334,17519,6749,5839.666666666667,2249.6666666666665,-3590.0
https://openalex.org/A5011207998,Urmila Mahadev,Junior,2018,2014.0,1,1,0.3333333333333333,0.3333333333333333,0.0,6,8,2.0,2.6666666666666665,0.6666666666666666
https://openalex.org/A5112345861,Khot Subhash,Junior,2018,2018.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
https://openalex.org/A5063520549,Dor Minzer,Junior,2018,2015.0,2,16,0.6666666666666666,5.333333333333333,4.666666666666667,57,65,19.0,21.666666666666668,2.6666666666666665
https://openalex.org/A5007318528,Muli Safra,Senior,2018,1985.0,4,7,1.3333333333333333,2.3333333333333335,1.0,62,6,20.666666666666668,2.0,-18.666666666666668
https://openalex.org/A5013948143,James C. Davis,Senior,2018,1962.0,2,31,0.6666666666666666,10.333333333333334,9.666666666666666,59,313,19.666666666666668,104.33333333333333,84.66666666666667
https://openalex.org/A5068145628,Christy A. Coghlan,Junior,2018,2018.0,0,5,0.0,1.6666666666666667,1.6666666666666667,0,60,0.0,20.0,20.0
https://openalex.org/A5039701716,Francisco Servant,Senior,2018,2010.0,4,29,1.3333333333333333,9.666666666666666,8.333333333333334,37,303,12.333333333333334,101.0,88.66666666666667
https://openalex.org/A5065310265,Dongyoon Lee,Senior,2018,1999.0,23,20,7.666666666666667,6.666666666666667,-1.0,333,310,111.0,103.33333333333333,-7.666666666666667
https://openalex.org/A5015125413,Shengjian Guo,Senior,2018,2010.0,5,16,1.6666666666666667,5.333333333333333,3.6666666666666665,215,592,71.66666666666667,197.33333333333334,125.66666666666667
https://openalex.org/A5017792083,Meng Wu,Senior,2018,2002.0,6,12,2.0,4.0,2.0,137,143,45.666666666666664,47.666666666666664,2.0
https://openalex.org/A5100406890,Chao Wang,Senior,2018,2001.0,15,11,5.0,3.6666666666666665,-1.3333333333333333,126,94,42.0,31.333333333333332,-10.666666666666666
https://openalex.org/A5068124021,Dileep Kini,Senior,2018,2011.0,8,0,2.6666666666666665,0.0,-2.6666666666666665,195,0,65.0,0.0,-65.0
https://openalex.org/A5016958234,Umang Mathur,Senior,2018,1969.0,19,56,6.333333333333333,18.666666666666668,12.333333333333334,208,469,69.33333333333333,156.33333333333334,87.0
https://openalex.org/A5076852218,Mahesh Viswanathan,Senior,2018,1953.0,43,27,14.333333333333334,9.0,-5.333333333333333,977,111,325.6666666666667,37.0,-288.6666666666667
https://openalex.org/A5048975494,Yu Gao,Senior,2018,2006.0,7,17,2.3333333333333335,5.666666666666667,3.3333333333333335,165,310,55.0,103.33333333333333,48.333333333333336
https://openalex.org/A5023724495,Wensheng Dou,Junior,2018,2014.0,27,14,9.0,4.666666666666667,-4.333333333333333,186,174,62.0,58.0,-4.0
https://openalex.org/A5028781688,Feng Qin,Senior,2018,1994.0,19,28,6.333333333333333,9.333333333333334,3.0,2246,2746,748.6666666666666,915.3333333333334,166.66666666666666
https://openalex.org/A5036073707,Chushu Gao,Senior,2018,2010.0,15,0,5.0,0.0,-5.0,156,0,52.0,0.0,-52.0
https://openalex.org/A5100391567,Dong Wang,Senior,2018,2003.0,9,20,3.0,6.666666666666667,3.6666666666666665,58,161,19.333333333333332,53.666666666666664,34.333333333333336
https://openalex.org/A5037779332,Jun Wei,Senior,2018,1993.0,61,52,20.333333333333332,17.333333333333332,-3.0,527,373,175.66666666666666,124.33333333333333,-51.333333333333336
https://openalex.org/A5112210547,Ruirui Huang,Senior,2018,2010.0,3,21,1.0,7.0,6.0,3,451,1.0,150.33333333333334,149.33333333333334
https://openalex.org/A5101911602,L. Zhou,Senior,2018,1991.0,7,19,2.3333333333333335,6.333333333333333,4.0,35,261,11.666666666666666,87.0,75.33333333333333
https://openalex.org/A5101484888,Yongming Wu,Senior,2018,2002.0,10,18,3.3333333333333335,6.0,2.6666666666666665,148,254,49.333333333333336,84.66666666666667,35.333333333333336
https://openalex.org/A5091720485,Anish Athalye,Junior,2018,2013.0,4,5,1.3333333333333333,1.6666666666666667,0.3333333333333333,737,709,245.66666666666666,236.33333333333334,-9.333333333333334
https://openalex.org/A5034257647,Nicholas Carlini,Senior,2018,2012.0,11,60,3.6666666666666665,20.0,16.333333333333332,4001,6343,1333.6666666666667,2114.3333333333335,780.6666666666666
https://openalex.org/A5062174672,David Wagner,Senior,2018,1980.0,45,51,15.0,17.0,2.0,4676,746,1558.6666666666667,248.66666666666666,-1310.0
https://openalex.org/A5017596078,Lydia T. Liu,Junior,2018,2016.0,1,11,0.3333333333333333,3.6666666666666665,3.3333333333333335,10,66,3.3333333333333335,22.0,18.666666666666668
https://openalex.org/A5029554720,Sarah Dean,Senior,2018,1980.0,2,20,0.6666666666666666,6.666666666666667,6.0,108,609,36.0,203.0,167.0
https://openalex.org/A5047182302,Esther Rolf,Junior,2018,2014.0,2,21,0.6666666666666666,7.0,6.333333333333333,2,2028,0.6666666666666666,676.0,675.3333333333334
https://openalex.org/A5037154191,Max Simchowitz,Junior,2018,2015.0,12,35,4.0,11.666666666666666,7.666666666666667,902,490,300.6666666666667,163.33333333333334,-137.33333333333334
https://openalex.org/A5039915143,Moritz Hardt,Senior,2018,2002.0,24,32,8.0,10.666666666666666,2.6666666666666665,5588,3345,1862.6666666666667,1115.0,-747.6666666666666
https://openalex.org/A5102012317,Lingling Fan,Junior,2018,2016.0,5,24,1.6666666666666667,8.0,6.333333333333333,276,911,92.0,303.6666666666667,211.66666666666666
https://openalex.org/A5043441209,Ting Su,Senior,2018,2005.0,11,23,3.6666666666666665,7.666666666666667,4.0,782,915,260.6666666666667,305.0,44.333333333333336
https://openalex.org/A5100658276,Sen Chen,Senior,2018,2004.0,11,45,3.6666666666666665,15.0,11.333333333333334,483,1741,161.0,580.3333333333334,419.3333333333333
https://openalex.org/A5017417068,Guozhu Meng,Junior,2018,2013.0,12,17,4.0,5.666666666666667,1.6666666666666667,1118,575,372.6666666666667,191.66666666666666,-181.0
https://openalex.org/A5100355692,Yang Liu,Senior,2016,1981.0,347,537,115.66666666666667,179.0,63.333333333333336,5861,19052,1953.6666666666667,6350.666666666667,4397.0
https://openalex.org/A5072024833,Lihua Xu,Senior,2018,1985.0,64,95,21.333333333333332,31.666666666666668,10.333333333333334,2010,2399,670.0,799.6666666666666,129.66666666666666
https://openalex.org/A5054490662,Geguang Pu,Senior,2018,2003.0,27,36,9.0,12.0,3.0,796,998,265.3333333333333,332.6666666666667,67.33333333333333
